Diam_km,x_coord,y_coord,Shape_Le_1,Shape_Area
1.539283113,-108.6571654,-44.24245725,5832.644893,2597584.005
0.850676241,-108.4977223,-44.12696083,3219.450957,791790.55
0.878293354,-108.562661,-43.38457725,3298.50947,833629.0199
1.000988916,-108.7805115,-43.74486075,3773.238447,1089305.221
0.800876789,-108.3951469,-43.93353486,3024.840573,699512.9696
2.98088797,-106.3889877,-44.22393963,11292.95599,9738392.802
1.232531498,-105.8989067,-43.16349416,4618.519911,1635731.223
1.047343477,-105.7860766,-43.35228626,3932.099582,1184788.116
1.709986622,-105.5682412,-43.66326704,6440.380702,3174573.416
1.604245462,-105.7189267,-44.21588688,6077.091803,2820188.825
1.499170553,-105.9346452,-43.97938398,5664.947838,2453022.643
1.0002229,-105.812459,-44.16880695,3787.091872,1095426.35
1.022205549,-106.4566802,-44.12051682,3868.354641,1143169.961
1.125901514,-106.4690339,-43.70661796,4242.419398,1377255.74
1.423339661,-106.1281202,-43.64560678,5359.796468,2198818.237
1.839196724,-107.0432488,-44.47329101,6986.211537,3723058.646
1.040919106,-107.0674372,-44.40934964,3951.245294,1191247.901
0.870091246,-106.0845542,-43.02991672,3256.012836,813388.6376
0.801256353,-106.3482127,-43.0114237,2997.866505,689573.6646
3.002353947,-100.6479275,-36.010345,10575.7652,8752004.901
1.401024626,-102.1852856,-36.0316363,4935.868686,1906306.062
1.139670244,-102.485603,-35.98326437,4013.680374,1260645.693
0.817775045,-102.1575705,-36.10591419,2882.631874,650098.0627
1.03382118,-102.1179776,-36.27163195,3648.660964,1041168.424
1.003447504,-101.8974461,-36.25672216,3541.071129,980700.8372
0.885820124,-101.0301038,-34.96797171,3097.044628,752040.2404
0.888523647,-100.9334818,-34.9749759,3106.649325,756702.4011
0.838079321,-100.8952014,-35.42183168,2939.561851,676934.4246
2.231570393,-101.2182705,-35.60971478,7837.799751,4810762.98
2.843267893,-100.1712718,-35.19840074,9956.912767,7769845.195
0.989347572,-100.4417067,-35.225095,3465.276851,941060.0983
1.297274239,-100.1827172,-35.3256151,4547.063726,1620026.619
1.549766466,-99.91069871,-35.01173623,5420.027863,2303110.168
0.905828585,-100.2426601,-35.05293765,3168.889097,787214.6487
1.0131555,-100.2472349,-35.0992023,3545.50925,985370.5543
0.95621455,-99.3220326,-36.10417952,3370.583788,888816.8524
1.044273413,-99.26204093,-35.32348336,3660.217327,1049725.021
1.074793404,-99.63964726,-35.47992718,3771.404966,1114140.273
2.024733974,-101.1046185,-36.66267884,7166.860316,4013809.711
1.038214308,-102.1745732,-36.49523888,3670.2887,1053059.721
1.691758842,-101.7984484,-36.36815056,5975.010247,2791546.427
1.113536026,-101.8775693,-36.53425618,3937.719338,1212010.768
2.395058125,-101.9138152,-37.85348528,8556.430314,5705832.412
1.413648798,-101.7262989,-39.24061573,5108.243104,2026507.136
1.173780415,-101.477548,-39.5324496,4252.050248,1402991.195
1.672416037,-102.1480406,-38.46321959,6004.277539,2805479.324
1.423791708,-101.4763438,-38.10217879,5096.697041,2023258.64
0.895607588,-102.1912929,-37.97228436,3202.629569,799141.5956
1.017583521,-100.9548389,-38.59823754,3657.36435,1040575.299
1.771504847,-100.753797,-39.11450324,6394.54034,3176660.3
1.611612936,-101.0153897,-38.93961693,5808.846047,2622606.119
1.270547699,-102.4635536,-40.37154015,4636.50874,1664144.743
7.266660957,-101.2403556,-40.47626886,26542.48265,54519939.31
3.414148693,-100.8283216,-40.23187607,12443.52987,11991574.75
4.42896801,-100.8959262,-40.69803931,16209.73073,20320324.16
1.261951107,-101.6522118,-39.61740585,4574.793847,1623672.865
1.306225334,-102.1855882,-39.62102367,4735.443426,1739692.099
1.735250433,-101.1377618,-39.80925698,6301.043916,3078546.277
1.335543732,-102.1209546,-40.61283062,4884.243261,1845385.168
1.643969624,-101.8504588,-40.9452985,6030.362494,2810166.458
0.884203131,-101.8761014,-40.83597455,3240.176197,811579.3319
1.096426601,-101.4289948,-40.937667,4021.60017,1249837.083
0.958789917,-101.4738833,-40.58813549,3505.629843,950730.1595
1.235396389,-101.6680827,-40.5256875,4514.453597,1576949.976
0.977925779,-101.20715,-41.09988654,3592.29045,996725.6952
4.300821512,-99.12342416,-39.13200568,15526.82165,18728236.97
3.285025881,-99.19946656,-37.98586274,11748.30043,10753409.67
7.019280165,-107.4491177,-33.06561542,24229.60137,46174447.8
1.561892368,-107.2959351,-33.04503083,5390.725658,2285688.6
1.819956617,-107.3698713,-32.96285904,6278.101618,3100504.639
1.062208008,-107.5052849,-33.29789109,3672.106231,1060197.688
2.646083275,-107.7438688,-33.37156375,9152.030483,6584791.854
1.054640741,-107.4088849,-33.44034812,3649.333594,1046858.47
1.064473593,-108.0034992,-33.15325127,3676.492555,1062965.982
1.074238567,-107.4816731,-33.48788964,3718.304459,1086722.211
1.010913916,-107.5615548,-33.55862732,3500.741796,963164.8491
0.965190321,-107.765315,-33.57831301,3342.836278,878207.6347
0.865068411,-107.979255,-33.59785951,2996.460113,705619.5341
1.015474083,-107.820853,-33.70644801,3519.964825,973543.3807
1.04156901,-107.3457477,-33.55816706,3606.887837,1022459.359
0.849584351,-107.3341665,-33.53105302,2941.532875,680059.1719
1.120795174,-108.6870859,-33.06167119,3868.733555,1177197.783
1.569386808,-108.2612114,-33.08044,5417.825255,2308604.659
2.843459999,-107.7615819,-34.2134199,9889.88131,7678917.465
1.601782701,-107.9699597,-34.30538042,5574.663246,2439426.302
1.274593447,-107.8315069,-34.34244338,4437.070161,1545310.208
0.922523872,-107.9961668,-34.51438438,3215.236965,811186.7936
1.227573469,-108.4898107,-34.60322435,4281.030544,1437886.022
1.228969662,-108.7483393,-34.36101547,4278.787895,1436980.443
1.382239214,-108.6860639,-33.50829852,4785.039733,1799641
0.836779957,-109.0472747,-44.61756062,3183.442162,772578.0446
2.259363161,-109.8440273,-44.91476969,8623.234444,5661433.924
1.345255232,-109.5840094,-44.8659129,5131.657528,2005371.334
0.923822729,-109.771046,-44.79050094,3521.160348,944483.787
0.912021124,-110.233578,-44.66377666,3471.417377,918492.3951
0.939309488,-110.0122719,-44.92208794,3585.316564,978649.234
1.453997749,-110.2089132,-44.7619726,5540.214856,2338461.035
1.026230295,-110.4018675,-44.78576397,3911.286954,1165389.869
0.897705656,-109.2621052,-45.18418287,3436.385598,897982.5824
2.32511484,-108.8014203,-45.28757396,8910.645202,6035023.942
3.086732071,-109.5564556,-45.82041138,11900.37891,10737565.91
4.532963739,-109.7026584,-46.03143037,17518.21917,23244734.17
1.486238745,-109.329782,-46.06089507,5745.700873,2500165.635
0.92947644,-109.2732097,-46.02808801,3591.942318,977260.7924
0.967882624,-109.0436073,-45.51618395,3718.725218,1050008.613
1.259026726,-109.6900575,-45.4291726,4832.632836,1773972.441
1.284681396,-109.7867843,-45.45246272,4932.387931,1847766.6
2.505980381,-110.0828271,-45.1932773,9593.768268,6998818.638
1.97875882,-110.0939973,-45.30595574,7584.835464,4372367.717
1.53883276,-109.8960801,-45.20512702,5891.960236,2639627.693
1.348997824,-109.7978792,-45.05666696,5156.673277,2023260.752
0.85935854,-109.1970332,-45.53522804,3302.467041,828024.694
0.834047445,-109.7540334,-45.30051149,3196.817209,776731.1864
0.818953901,-109.9615385,-45.31808927,3139.577749,749105.2216
0.9328099,-110.0786172,-45.36194008,3577.80464,972627.5318
1.224627039,-110.1927547,-45.86322298,4723.642599,1691413.506
0.880232834,-109.972644,-46.07714694,3403.557209,877232.3129
0.883357233,-110.1983394,-45.62817883,3398.240149,876367.4654
0.900654276,-110.3111125,-45.81497026,3472.106941,914074.754
0.891145351,-110.4340393,-46.0039477,3442.860213,897927.3602
0.983830915,-110.2481193,-45.92220571,3797.392877,1092809.031
1.509743452,-108.433073,-44.79800722,5754.872183,2522783.756
