x_coord_m,y_coord_m,area_sqm,Radius_m,Diameter_m
-3589075.089,-655082.4086,2828373685,30004.98801,60009.97603
-3556317.745,-224760.7494,719162574.3,15129.98867,30259.97734
-3633567.907,-80546.77436,520913439.3,12876.79687,25753.59374
-3581277.986,-357088.3965,6041819662,43853.97279,87707.94557
-3576292.793,-163854.7118,465652158,12174.63287,24349.26573
-3553449.834,-94300.78562,2494830118,28180.29615,56360.5923
-3401017.944,57654.13022,2593647561,28732.97165,57465.9433
-3493669.128,-35132.32721,2922021521,30497.67758,60995.35516
-3482921.539,80333.32386,1848544021,24257.16053,48514.32106
-3291591.128,5117.798789,4209922213,36606.82806,73213.65612
-3460232.388,-202507.3881,8420059979,51770.53538,103541.0708
-3191443.555,-42038.56598,1202647820,19565.65079,39131.30158
-3157920.543,316902.5827,1047810843,18262.76404,36525.52807
-3302661.873,210312.6865,3338955470,32600.95912,65201.91824
-2927912.794,275842.1467,1560541840,22287.57267,44575.14534
-2542169.936,131483.4106,339562942,10396.45331,20792.90662
-2583965.754,2248.848069,323245631.6,10143.5832,20287.16641
-3102203.074,83098.20243,405420849.2,11359.99403,22719.98806
-2817830.652,206731.3757,5884064863,43277.66187,86555.32374
-2961804.339,170338.3858,5622471945,42304.70901,84609.41803
-2849809.771,273238.8721,3232437858,32076.73498,64153.46996
-2743121.062,266988.8469,6319648555,44850.9377,89701.87539
-2657382.182,129807.7384,5528669218,41950.3286,83900.6572
-2609295.426,172173.3352,1049473103,18277.24443,36554.48886
-2891484.165,126663.033,5265115528,40938.22571,81876.45143
-2552339.528,-1066266.307,1067080382,18429.9277,36859.8554
-2640001.54,-1019827.076,1020167597,18020.2506,36040.5012
-2923918.092,-1407486.919,2759693680,29638.45106,59276.90212
-2755397.096,-1276475.207,471505052.8,12250.90689,24501.81378
-2664216.07,-1500813.482,1022567748,18041.43629,36082.87259
-2490710.259,-1356518.127,3678721861,34219.4906,68438.9812
-2599664.614,-1383327.607,799419724.8,15951.90276,31903.80552
-2658694.867,-1475550.657,1050419972,18285.48774,36570.97547
-2686029.581,-1520126.708,508181318.5,12718.45658,25436.91315
-2090185.811,-1442026.048,10694349890,58344.81379,116689.6276
-2059446.3,-1555447.689,553562695.1,13274.2035,26548.40699
-2054321.307,-1562736.081,605838407.2,13886.84105,27773.68211
-2215031.517,-1452398.985,2677776348,29195.25106,58390.50212
-2402116.714,-1392506.905,11424267784,60303.04618,120606.0924
-2456805.136,-1489992.471,734839975.7,15294.01285,30588.0257
-2242992.52,-972735.0916,959390996.9,17475.2293,34950.4586
-1973525.081,-906030.7972,557231218.1,13318.11569,26636.23139
-2044786.728,-1174185.292,403099682.3,11327.42751,22654.85502
-2068952.716,-1100798.217,9355279376,54569.93599,109139.872
-2323870.545,-1171968.6,3437010734,33076.19228,66152.38455
-2288449.769,-959884.0411,9617765560,55330.18942,110660.3788
-2237666.366,-590295.6692,5841018120,43119.06554,86238.13108
-2193617.929,-606325.5836,2582649817,28671.98928,57343.97856
-2256660.798,-755974.57,14173132398,67167.31467,134334.6293
-2151791.499,-762024.4375,3369203039,32748.2921,65496.58421
-2121518.64,-694995.4993,8832260806,53022.59831,106045.1966
-2154936.857,-470123.3036,741106239.5,15359.0834,30718.16679
-2196101.26,-503735.755,525850357.8,12937.67242,25875.34483
-2207677.595,-391196.8013,5256071315,40903.04955,81806.09909
-2437431.121,-189664.162,5479441805,41763.1476,83526.29519
-2086610.415,-1206459.003,21269573015,82281.92612,164563.8522
-1925153.84,-1010027.618,1194075106,19495.79214,38991.58427
-1944296.745,-997126.828,1402448658,21128.49433,42256.98867
-3571192.577,-38749.65663,352809966.7,10597.30628,21194.61256
-3415891.247,224827.0772,728838313.2,15231.42937,30462.85873
-3786737.863,-145907.1013,481965338.3,12386.05393,24772.10786
-3627348.623,-682683.6311,473548474,12277.42485,24554.84969
-3504314.354,-644128.7525,1463835079,21585.94861,43171.89721
-3485046.141,-1127361.015,530455270.6,12994.19704,25988.39409
-3002830.48,-17759.66192,664285251,14541.27101,29082.54202
-2763767.574,57225.53906,1486547676,21752.76584,43505.53167
-2747429.867,216040.9874,5885596199,43283.29304,86566.58607
-3176490.91,278390.9006,2637746831,28976.21255,57952.4251
-2902780.186,356828.4448,550701447,13239.85328,26479.70656
-2430133.229,222880.8487,784823338.5,15805.60115,31611.20229
-2553594.501,-26217.20202,3801202334,34784.48335,69568.96671
-2474620.66,139151.968,1063658992,18400.35795,36800.71591
-2438779.263,144258.2952,2711295319,29377.40806,58754.81613
-2282735.233,-434577.4889,2888443995,30321.94386,60643.88771
-2317158.91,-195699.1225,2108192104,25904.79471,51809.58941
-1949709.188,-914971.3184,731399296.2,15258.1659,30516.33181
-3766921.941,-977173.152,446908483.5,11927.08634,23854.17268
-1924049.119,-971872.9404,45321673.21,3798.201764,7596.403528
-1931860.053,-1052399.155,27577494.4,2962.800889,5925.601777
-2179334.233,-1613191.101,53863959.71,4140.704153,8281.408307
-2097943.26,-1688071.08,67256141.56,4626.909851,9253.819701
-2635133.605,-1525308.79,48104285.06,3913.063953,7826.127906
-2594198.928,243053.7723,36570162.05,3411.838818,6823.677636
-2627190.119,161570.476,32886022.05,3235.420519,6470.841039
-2441077.763,134722.0666,25782844.28,2864.774726,5729.549451
-2695514.834,27168.68885,22492411.44,2675.734839,5351.469677
-2400874.245,-243659.4581,30379075.27,3109.655928,6219.311857
-2431460.139,-415691.9186,24015831.31,2764.86465,5529.7293
-2139253.721,-462523.2917,26518987.38,2905.383943,5810.767885
-2120944.518,-489722.5014,23298199.07,2723.242019,5446.484038
-2329648.269,-438922.3853,23392028.99,2728.720229,5457.440457
-2298480.29,-562535.9938,22218143.85,2659.371136,5318.742272
-2308375.726,-710385.6863,43054517.68,3701.983066,7403.966133
-2302925.299,-717899.774,32407515.35,3211.795841,6423.591681
-2334516.612,-728906.3929,24460121.46,2790.32229,5580.644579
-2205664.271,-781400.0216,42039581.78,3658.088912,7316.177825
-2460828.948,-863897.2743,38719047.95,3510.648907,7021.297813
-2420792.536,-870401.8964,28281676.56,3000.389516,6000.779032
-2224092.112,-961725.0288,41327878.25,3626.992173,7253.984346
-2101571.886,-985926.5657,41301979.3,3625.855531,7251.711062
-2073084.673,-1260021.503,36705982.23,3418.168666,6836.337331
-2320204.943,-1208025.919,30032482.34,3091.866109,6183.732218
-2530455.701,-1196996.701,38684724.65,3509.092518,7018.185036
-2624866.862,-1341575.531,30351799.9,3108.259637,6216.519275
-2664068.292,-1347752.041,35159511.51,3345.387886,6690.775772
-2613144.248,-1382857.019,44288758.24,3754.670371,7509.340742
-2709635.228,-1340630.163,30653527.37,3123.671047,6247.342094
-2455645.254,-1337100.754,29447066.36,3061.583306,6123.166613
-2349574.503,-1387898.801,31772471.94,3180.171682,6360.343364
-2320330.993,-1364453.575,32393737.68,3211.11304,6422.226079
-2135605.282,-1326638.77,38106559.33,3482.771104,6965.542208
-2046866.353,-1347689.306,53224986.89,4116.070884,8232.141767
-2044786.534,-1426911.483,50568137.68,4012.024196,8024.048392
-2558564.765,-1429810.419,38255524.79,3489.571857,6979.143713
-2556169.822,-1443675.881,38236119.44,3488.686691,6977.373381
-2080017.402,-1569536.667,49626900.1,3974.5104,7949.020801
-2065143.547,-1490251.362,45936053.09,3823.859285,7647.71857
-2245205.422,-1624431.203,44584295.33,3767.176923,7534.353847
-3248406.641,-1138667.837,49737799.79,3978.94878,7957.897559
-2915188.723,-1352525.285,29356715.5,3056.882852,6113.765704
-3349827.593,-1467713.042,50066360.21,3992.069316,7984.138631
-3197219.733,-1515101.125,37463882.8,3453.277323,6906.554646
-2760142.946,-1588918.879,58986319.1,4333.119952,8666.239904
-2740984.881,-1589464.387,34310144.01,3304.732672,6609.465344
-2936321.067,-1550650.675,33839199.24,3281.973744,6563.947488
-2903804.304,-1601104.476,53514585.88,4127.253535,8254.50707
-2956932.499,-1614058.429,36513361.52,3409.188166,6818.376331
-3611430.738,-1015588.882,33065175.54,3244.221364,6488.442729
-3420918.901,-1277702.981,30011431.38,3090.782313,6181.564627
-3566442.803,-1302496.414,43179988.76,3707.373371,7414.746741
-3560548.67,-1307885.189,33627239.25,3271.678881,6543.357762
-3554429.998,-1346225.271,41953469.84,3654.340462,7308.680923
-3718742.122,-924379.0554,27550191.36,2961.333868,5922.667735
-3766528.106,-874943.5023,39789636.22,3558.852986,7117.705972
-3760094.32,-872908.7777,30031128.69,3091.796429,6183.592857
-3419201.577,-1416086.729,34777243.93,3327.152019,6654.304038
-3384733.375,-1423530.051,36942099.94,3429.145029,6858.290057
-3561304.322,-1440754.22,35484313.99,3360.804658,6721.609315
-3396112.522,-1559917.115,13632034.49,2083.077375,4166.154749
-3309163.113,241358.6767,20710409.55,2567.552941,5135.105883
-3239577.557,251783.337,36829379.4,3423.909398,6847.818795
-3214389.173,256069.5482,22105019.06,2652.592336,5305.184672
-3107232.709,273955.4404,27119668.91,2938.104614,5876.209229
-2816613.794,256810.3903,24205413.19,2775.75617,5551.51234
-3144962.368,160872.2488,23019951.69,2706.931511,5413.863021
-3206292.907,131662.1873,26293687.94,2893.015868,5786.031737
-3296251.42,189394.4159,30292667.52,3105.230354,6210.460708
-3283657.228,111077.574,38816395.67,3515.059386,7030.118772
-3188671.622,116898.4012,25342271.34,2840.192864,5680.385728
-3177929.517,62129.52147,23043923.14,2708.340553,5416.681106
-3115170.225,58160.76386,25041059.33,2823.263492,5646.526983
-3032620.06,101023.3602,22399533.06,2670.20464,5340.40928
-3043785.499,81073.74505,35473323.36,3360.284143,6720.568285
-2980497.039,19319.8415,30833357.1,3132.820198,6265.640395
-3135701.932,-2481.877782,35539978.13,3363.439667,6726.879334
-3285879.733,-32961.95031,29306857.09,3054.285898,6108.571795
-3128293.584,-87307.4991,31436199.65,3163.297825,6326.595651
-2862228.052,-58256.17182,22120977.82,2653.549686,5307.099371
-2757823.26,-60161.18469,32854861.82,3233.88734,6467.77468
-3330329.822,-246322.4328,21159492.31,2595.24095,5190.481901
-3322286.472,-257382.0844,33915195.46,3285.657013,6571.314026
-3330647.322,-278654.6406,35068386.75,3341.049864,6682.099729
-3581790.325,-732098.5752,25556652.28,2852.180759,5704.361517
-3474951.361,-792582.5601,35016239.09,3338.564823,6677.129647
-3688470.538,-784803.6823,24116038.32,2770.626899,5541.253797
-3758744.012,-830259.3828,41198802.66,3621.323817,7242.647634
-2918831.485,-1207787.446,36472182.08,3407.265198,6814.530395
-3432643.713,138260.6073,24177335.35,2774.14579,5548.291579
-3361555.221,-14318.63818,20882913.97,2578.223801,5156.447603
-3565061.09,5280.90655,26858182.21,2923.905765,5847.81153
-3635426.647,-39541.00545,26372374.29,2897.341447,5794.682894
-3504374.812,-82153.9474,21921832.78,2641.578335,5283.156669
-3367700.159,-60064.30323,30109571.21,3095.831744,6191.663487
-3442001.689,-119706.354,22207629.56,2658.741815,5317.48363
-3753546,-158062.0287,26262207.22,2891.283485,5782.56697
-3516922.222,-173966.6008,36220857.27,3395.505405,6791.01081
-3409054.246,-359935.0603,33221035.16,3251.858533,6503.717066
-3426742.919,-388145.9727,38341142.75,3493.474601,6986.949201
-3562166.491,-560425.6474,21326715.37,2605.475838,5210.951676
-3463599.062,-503776.4662,35019648.55,3338.727354,6677.454708
-3676545.661,-733843.0473,32485387.78,3215.652358,6431.304716
-3104618.484,-1057194.339,27779348.79,2973.624279,5947.248558
-3087208.866,-1064391.015,27204788.64,2942.711874,5885.423748
-3011643.715,-1177262.697,39303933.1,3537.065234,7074.130468
-3619610.343,-945609.4997,33942589.35,3286.983686,6573.967372
-3470354.632,-1517293.595,50234692.51,3998.774719,7997.549439
-3117356.599,-1642884.16,9279309.585,1718.632008,3437.264015
-3110479.144,-1630511.675,5296532.22,1298.436971,2596.873942
-3118744.899,-1626776.037,2255040.613,847.2317988,1694.463598
-3095471.698,-1626357.529,1066038.794,582.5209757,1165.041951
-3093526.915,-1615343.58,10767212.48,1851.299592,3702.599184
-3098877.501,-1616066.364,2126469.944,822.724988,1645.449976
-3123292.196,-1612345.778,1795845.118,756.0656421,1512.131284
-3115490.25,-1613203.33,1516006.967,694.6653907,1389.330781
-3113210.246,-1655586.309,1242071.7,628.7795334,1257.559067
-3045513.252,-1594902.718,111095471.9,5946.661838,11893.32368
-3044376.949,-1616130.266,4552812.153,1203.829356,2407.658712
-3034981.055,-1635017.964,1537218.584,699.5083076,1399.016615
-3026447.092,-1619713.502,1649959.141,724.7056687,1449.411337
-3028340.436,-1625273.998,1244176.928,629.3121771,1258.624354
-3018373.548,-1622494.968,1825407.365,762.263216,1524.526432
-3023498.804,-1617577.609,1860358.385,769.5261307,1539.052261
-3009887.75,-1631614.749,1390950.832,665.3971753,1330.794351
-3014305.099,-1605424.034,1736271.234,743.4193292,1486.838658
-2977495.605,-1627208.54,2486851.69,889.7131439,1779.426288
-2992608.631,-1620885.699,2356155.527,866.0182432,1732.036486
-2974605.812,-1615938.827,2791689.907,942.6677551,1885.33551
-2951350.792,-1646776.266,14892260.23,2177.235325,4354.47065
-2952847.197,-1637201.31,12528792.16,1997.007363,3994.014725
-2978783.408,-1648619.178,1037077.197,574.5536742,1149.107348
-2943285.166,-1671217.447,2744909.868,934.7362984,1869.472597
-2936337.86,-1677272.693,4948201.248,1255.014492,2510.028985
-2949536.711,-1658196.27,2037526.231,805.3351741,1610.670348
-2934493.528,-1662185.4,1522494.439,696.1501502,1392.3003
-2923806.827,-1669674.342,1266603.32,634.9585488,1269.917098
-2921814.245,-1662991.656,1474625.835,685.1189544,1370.237909
-2895787.065,-1650295.826,2393671.185,872.8855608,1745.771122
-2902571.68,-1621276.174,1015441.974,568.5289959,1137.057992
-2911897.269,-1634239.256,4430706.513,1187.576392,2375.152783
-2914497.315,-1626792.846,2041220.089,806.0648449,1612.12969
-2910058.119,-1616984.728,1270153.949,635.8479054,1271.695811
-2921697.752,-1619387.668,906397.3256,537.1361369,1074.272274
-2929541.616,-1616491.988,1410129.127,669.9686874,1339.937375
-2936402.637,-1619106.321,1249757.151,630.7218536,1261.443707
-2936264.1,-1601819.725,3054720.577,986.076954,1972.153908
-2934477.321,-1604426.922,980579.4291,558.6842816,1117.368563
-2896862.167,-1616922.509,1697364.84,735.042862,1470.085724
-2895232.751,-1613855.811,1175312.703,611.648308,1223.296616
-2909262.509,-1615299.633,4060459.097,1136.874783,2273.749567
-2911619.826,-1596920.714,5058678.059,1268.947295,2537.89459
-2983760.159,-1603230.281,3264863.368,1019.430374,2038.860748
-2965828.142,-1595587.048,1000098.203,564.2172853,1128.434571
-2961990.731,-1600933.493,1558081.933,704.2392227,1408.478445
-2966714.852,-1600954.507,2712781.211,929.2497396,1858.499479
-2990011.894,-1605467.207,1031437.82,572.9894023,1145.978805
-2970811.996,-1601546.118,2583447.225,906.8278734,1813.655747
-2937471.241,-1576724.108,36070805.31,3388.464834,6776.929669
-2987407.325,-1580908.792,2950685.003,969.1399318,1938.279864
-2979775.141,-1579126.443,2465319.169,885.8529584,1771.705917
-2933305.937,-1543111.305,7930474.013,1588.819776,3177.639552
-2896644.57,-1560338.223,1263144.081,634.0908836,1268.181767
-2894612.416,-1553987.758,5321323.432,1301.472188,2602.944376
-2920589.755,-1513837.179,970967.5619,555.9393619,1111.878724
-2921860.559,-1500203.917,15344983.8,2210.081457,4420.162913
-2928463.479,-1492518.616,3443896.819,1047.008312,2094.016623
-2956266.25,-1490156.309,1161550.988,608.0568746,1216.113749
-2968630.545,-1504938.733,1167159.055,609.5229822,1219.045964
-2969442.275,-1470700.605,7715699.959,1567.157802,3134.315604
-2897645.294,-1472824.386,98211196.85,5591.206926,11182.41385
-2947822.69,-1442569.295,25298420.04,2837.73452,5675.46904
-2967040.762,-1447971.662,1580724.478,709.3378805,1418.675761
-2967214.475,-1445173.001,1139720.996,602.3159142,1204.631828
-2971586.491,-1439223.88,845991.7291,518.9292158,1037.858432
-2988564.518,-1463679.337,2376332.457,869.7184106,1739.436821
-2984302.506,-1466985.479,3046427.415,984.7375101,1969.47502
-2977626.624,-1457903.795,1953883.812,788.6320649,1577.26413
-2975249.372,-1461816.968,1094971.366,590.3729421,1180.745884
-2984189.718,-1438501.859,5479679.812,1320.695369,2641.390738
-2994707.142,-1449036.413,3076482.085,989.583075,1979.16615
-2987434.55,-1454651.447,1849821.301,767.3437351,1534.68747
-3014410.758,-1430968.409,1032741.911,573.3515154,1146.703031
-2982437.614,-1404542.309,2595709.577,908.9774584,1817.954917
-2975706.264,-1364743.459,2340807.055,863.1929258,1726.385852
-2970252.755,-1371797.116,2532609.514,897.8611508,1795.722302
-2967033.19,-1365537.681,987212.5864,560.5707146,1121.141429
-2947513.512,-1377229.028,1208408.257,620.2002054,1240.400411
-2937962.559,-1384305.348,1052998.322,578.9471273,1157.894255
-2932455.532,-1378339.274,788134.1115,500.8701222,1001.740244
-2971532.825,-1320673.689,9587110.612,1746.903571,3493.807143
-2945533.914,-1323455.584,3823462.509,1103.19804,2206.396081
-2980709.751,-1315493.09,3749191.546,1092.430654,2184.861309
-2968369.696,-1310702.444,7377616.135,1532.438629,3064.877258
-2977717.258,-1311058.827,3605526.541,1071.295824,2142.591648
-2967330.382,-1317989.442,3462800.662,1049.877938,2099.755876
-2900017.98,-1289105.831,5301740.644,1299.075233,2598.150466
-2907985.413,-1293787.759,976751.2887,557.5926753,1115.185351
-2956981.36,-1266921.306,25345716.16,2840.385894,5680.771788
-2969397.746,-1268553.913,3257728.074,1018.315792,2036.631584
-2964110.421,-1277854.799,6009211.071,1383.036981,2766.073963
-2969053.094,-1284014.689,5046199.114,1267.381184,2534.762368
-2900514.877,-1385107.151,5495287.623,1322.574904,2645.149809
-2909044.456,-1377478.067,1564676.224,705.7279298,1411.45586
-2995300.783,-1258863.723,740156.7684,485.3856371,970.7712742
-2981536.838,-1251119.275,1387458.237,664.5612638,1329.122528
-2981382.512,-1229960.871,729018.7785,481.7197156,963.4394312
-2972478.881,-1236532.031,5711011.803,1348.284657,2696.569315
-2976923.015,-1219378.767,13214334.83,2050.915263,4101.830525
-2987266.501,-1210517.782,3611070.843,1072.119186,2144.238372
-2993907.477,-1215790.222,3712025.013,1087.002419,2174.004838
-2971564.62,-1218452.169,3904666.168,1114.851489,2229.702979
-2912496.495,-1232436.972,1028657.924,572.2167304,1144.433461
-2904546.588,-1225602.661,1044292.25,576.5488247,1153.097649
-2903796.905,-1223959.508,1158600.389,607.2840834,1214.568167
-2911111.832,-1221971.518,1710199.485,737.8166463,1475.633293
-2943281.835,-1190527.751,5772671.463,1355.54358,2711.087159
-2907530.185,-1163807.395,2919352.755,963.9807276,1927.961455
-2921876.689,-1172441.796,2501246.019,892.2843356,1784.568671
-2911348.674,-1113993.861,940025.0143,547.009374,1094.018748
-2907067.114,-1049692.417,940575.6362,547.1695566,1094.339113
-2908254.986,-1052235.67,1324493.701,649.3068913,1298.613783
-2919738.036,-1049055.736,781276.8599,498.6864229,997.3728458
-2916922.703,-1068727.47,694678.4368,470.2371893,940.4743785
-2962985.155,-1071852.425,2974365.337,973.021013,1946.042026
-2982204.659,-1117277.644,9764963.629,1763.032745,3526.065491
-2968476.021,-1118592.076,3506521.624,1056.484973,2112.969947
-2976326.586,-1140306.885,18126355.8,2402.040435,4804.080871
-2998547.319,-1090911.94,822240.6123,511.5929199,1023.18584
-2433278.442,-1029815.654,140613081.4,6690.181906,13380.36381
-2445200.263,-1079158.857,135736182.6,6573.139953,13146.27991
-2401698.755,-1092431.338,51103765.97,4033.216326,8066.432651
-2418439.879,-1109933.972,34820754.26,3329.232693,6658.465386
-2465079.557,-1078778.363,9419594.729,1731.574464,3463.148929
-2460667.291,-1102273.711,13875749.44,2101.615623,4203.231245
-2548644.607,-966190.7909,2819292.348,947.3165397,1894.633079
-2542377.979,-971639.5225,895033.3992,533.758353,1067.516706
-2555938.471,-992821.7402,1125419.363,598.5249446,1197.049889
-2553243.344,-994886.0236,654800.6627,456.5408245,913.081649
-2558235.701,-980980.8368,617542.7863,443.3621252,886.7242503
-2543363.953,-986222.9938,3419811.253,1043.340659,2086.681318
-2535184.021,-965495.6646,859254.0465,522.9809344,1045.961869
-2530631.402,-965991.064,2037288.2,805.2881317,1610.576263
-2536419.503,-959835.9237,805959.9219,506.5027256,1013.005451
-2511102.614,-963639.7351,1016635.289,568.8629565,1137.725913
-2508790.472,-927752.3968,7772936.617,1572.959812,3145.919624
-2506128.898,-948939.9417,2868793.039,955.5967694,1911.193539
-2502527.689,-948415.6168,5110375.146,1275.414807,2550.829615
-2501463.17,-957552.4702,1697737.79,735.1236104,1470.247221
-2509882.814,-980077.5658,1104025.634,592.8088004,1185.617601
-2500013.812,-1020589.595,1070050.109,583.6159082,1167.231816
-2508872.936,-1040206.769,623022.4427,445.3248284,890.6496569
-2507868.402,-1051363.598,2952051.623,969.3643362,1938.728672
-2502987.835,-1053537.419,5167026.019,1282.464605,2564.929211
-2509249.385,-1060531.533,1643317.621,723.2456325,1446.491265
-2496796.079,-974083.5033,608854.9487,440.2323812,880.4647623
-2485693.72,-962668.2794,883419.5909,530.2840649,1060.56813
-2484489.142,-942050.392,861516.3606,523.6689552,1047.33791
-2482031.737,-925328.0207,2044695.417,806.7507456,1613.501491
-2496702.637,-920137.1089,1112791.651,595.1576125,1190.315225
-2484584.656,-920696.2056,2836434.556,950.1921704,1900.384341
-2441412.113,-909657.2074,100904717.2,5667.359972,11334.71994
-2435793.524,-894191.966,162885734,7200.565219,14401.13044
-2460032.721,-937966.5238,1833617.934,763.975599,1527.951198
-2458184.213,-930324.9171,2631285.118,915.1852635,1830.370527
-2456179.502,-957374.425,2296986.909,855.0752256,1710.150451
-2450621.929,-948906.411,630228.9755,447.892971,895.785942
-2448734.614,-942760.0167,1309204.26,645.5483399,1291.09668
-2423998.159,-929761.1143,711590.6778,475.9268301,951.8536603
-2428431.961,-932344.7283,2661424.502,920.4117178,1840.823436
-2429571.451,-935420.364,4048253.594,1135.164808,2270.329615
-2402795.291,-950820.7214,2400848.337,874.1932057,1748.386411
-2431343.073,-963431.9368,3932458.222,1118.812017,2237.624034
-2425954.099,-970916.7743,800088.208,504.6543237,1009.308647
-2440669.611,-962857.5789,1096724.842,590.8454618,1181.690924
-2439281.723,-965162.1424,904254.6375,536.5008767,1073.001753
-2433269.519,-958667.0522,3558693.921,1064.315488,2128.630975
-2455060.836,-968484.4245,2841474.908,951.0360427,1902.072085
-2465763.732,-970693.1212,1030788.772,572.8090926,1145.618185
-2439734.632,-982558.4156,1229994.913,625.7152234,1251.430447
-2436129.025,-993091.5977,613743.6721,441.9962425,883.992485
-2414023.795,-986019.9713,752140.857,489.2993671,978.5987341
-2424636.55,-973664.9032,2468832.713,886.4839875,1772.967975
-2421235.591,-975879.3641,3020459.902,980.5316148,1961.06323
-2403954.085,-932999.6497,4086566.425,1140.52378,2281.047561
-2411969.5,-932442.5687,631129.2448,448.2127598,896.4255197
-2431963.911,-915296.9691,1722105.582,740.3804642,1480.760928
-2427183.513,-920107.3355,1739996.31,744.2163848,1488.43277
-2411120.59,-906812.8995,2774688.278,939.792908,1879.585816
-2420030.669,-902354.0812,1242441.858,628.8732196,1257.746439
-2418393.774,-904342.2893,900591.4133,535.4130651,1070.82613
-2400186.981,-907179.1982,1168626.256,609.9059686,1219.811937
-2422478.984,-991416.8759,1280360.629,638.3975611,1276.795122
-2457224.441,-963903.2451,1147876.706,604.4671237,1208.934247
-2450807.684,-1108981.496,1314619.576,646.8820663,1293.764133
-2454501.474,-1109964.428,2692916.705,925.8412445,1851.682489
-2459843.71,-1121441.291,1559303.28,704.5151876,1409.030375
-2451638.622,-1119075.923,1399884.433,667.5305645,1335.061129
-2435716.295,-1124508.777,2641733.441,917.0004748,1834.00095
-2470105.347,-1105091.204,1284218.533,639.3586278,1278.717256
-2468376.36,-1118495.671,6014420.649,1383.636351,2767.272702
-2430947.925,-1112219.245,4184227.636,1154.071498,2308.142996
-2426441.637,-1115721.861,7230044.909,1517.034862,3034.069724
-2409284.92,-1105196.011,970183.1026,555.7147406,1111.429481
-2423440.862,-1101282.372,921668.7185,541.6421927,1083.284385
-2405296.006,-1107188.422,792910.1859,502.3854606,1004.770921
-2403538.731,-1117447.748,2116165.235,820.7291363,1641.458273
-2409956.721,-1126291.364,4276976.277,1166.792112,2333.584223
-2406355.219,-1141532.778,1375574.772,661.7091878,1323.418376
-2414871.386,-1153100.347,5326538.387,1302.10976,2604.21952
-2403980.468,-1173958.611,872251.0693,526.921378,1053.842756
-2403065.479,-1165164.473,1988616.862,795.6107131,1591.221426
-2399470.15,-1167047.426,3389646.133,1038.728971,2077.457942
-2406608.843,-1177439.834,1085487.66,587.8107293,1175.621459
-2400196.9,-1178019.54,678549.7107,464.7462546,929.4925092
-2406957.268,-1167466.728,2525841.1,896.6605784,1793.321157
-2954880.062,-1120191.69,2069914.857,811.7107629,1623.421526
-2950145.554,-1128596.482,781920.8518,498.8919095,997.7838189
-2919545.606,-1151235.096,987278.306,560.5893731,1121.178746
-2902404.176,-1176572.386,1062441.154,581.5372068,1163.074414
-2902027.619,-1234192.569,1132177.903,600.3194312,1200.638862
-2905155.911,-1340531.978,1393889.119,666.0996072,1332.199214
-2897251.689,-1330652.785,2223870.065,841.3559457,1682.711891
-2960782.926,-1253575.765,1750140.967,746.3827249,1492.76545
-2990685.973,-1242656.24,4731958.114,1227.285235,2454.570471
-2349408.282,-1123826.247,214910677.8,8270.92458,16541.84916
-2397557.502,-1123124.745,4901013.347,1249.016013,2498.032026
-2398171.366,-1125418.099,1005746.894,565.80843,1131.61686
-2395234.869,-1111583.971,7499891.621,1545.085644,3090.171289
-2394055.354,-1113835.589,2301856.577,855.9811359,1711.962272
-2384670.01,-1123894.683,3160775.941,1003.048469,2006.096937
-2376388.77,-1114505.591,2789131.647,942.2357333,1884.471467
-2379346.494,-1111662.882,1201481.595,618.4201401,1236.84028
-2361941.143,-1126816.477,12250519.68,1974.705428,3949.410855
-2367204.183,-1126248.727,918832.0291,540.8080238,1081.616048
-2371331.355,-1137755.675,1293287.241,641.6121214,1283.224243
-2362675.801,-1137875.864,3558570.07,1064.296967,2128.593934
-2353649.716,-1138722.052,988602.8837,560.9653032,1121.930606
-2347207.642,-1148024.453,658825.7886,457.941876,915.883752
-2390421.365,-1133887.05,1013074.742,567.8659225,1135.731845
-2397420.257,-1140554.839,709063.8375,475.0810767,950.1621533
-2386615.695,-1149811.108,814000.5651,509.0230125,1018.046025
-2401658.863,-1147711.216,690526.0016,468.8296631,937.6593262
-2400804.142,-1154681.792,1124254.479,598.2151079,1196.430216
-2398774.197,-1158516.281,2941244.816,967.5883953,1935.176791
-2391160.594,-1171648.261,2897124.033,960.3037131,1920.607426
-2373438.014,-1156721.802,1424951.972,673.4807348,1346.96147
-2356123.103,-1154693.904,5691859.668,1346.021992,2692.043984
-2396513.031,-1185743.741,2465983.573,885.9723193,1771.944639
-2397854.872,-1187838.714,1618726.881,717.813882,1435.627764
-2381683.612,-1183756.085,1206239.499,619.6434117,1239.286823
-2391470.767,-1197291.754,772784.7251,495.968767,991.9375341
-2384147.421,-1197105.018,1622736.463,718.7023436,1437.404687
-2385527.726,-1191526.628,928636.462,543.685724,1087.371448
-2385423.651,-1193585.706,1411520.163,670.2990545,1340.598109
-2369807.702,-1198071.68,1069361.85,583.4281866,1166.856373
-2369579.035,-1191967.096,698983.3393,471.6919622,943.3839244
-2373865.801,-1194753.454,2487014.711,889.7423052,1779.48461
-2369237.984,-1169097.275,1329992.313,650.6532884,1301.306577
-2352245.559,-1191542.206,3877602.404,1110.981179,2221.962358
-2345300.033,-1197213.276,2528832.322,897.1913557,1794.382711
-2341910.643,-1197746.765,707376.0896,474.5153344,949.0306688
-2321430.817,-1194569.21,1453850.118,680.2755805,1360.551161
